number,artist,title,time,bpm,year,genre,genre_combined,decade,track,track_gen,url,lyrics
363,Box Tops,The Letter,2M 0S,138.2,1967,Rock 1960s,Rock,1960s,POWERTRK_040-16,POWERTRK_040,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_040/POWERTRK_040-16.html,"Gimme a ticket for an aeroplane Ain't got time to take a fast train Lonely days are gone I'm a-goin' home My baby just a-wrote me a letter I don't care how much money I gotta spend Got to get back to my baby again Lonely days are gone I'm a-goin' home My baby just a-wrote me a letter Well, she wrote me a letter, said she couldn't live without me no more Listen mister, can't you see I got to get back to my baby once more? Anyway, yeah Gimme a ticket for an aeroplane Ain't got time to take a fast train Lonely days are gone I'm a-goin' home My baby just a-wrote me a letter Well, she wrote me a letter, said she couldn't live without me no more Listen mister, can't you see I got to get back to my baby once more? Anyway, yeah Gimme a ticket for an aeroplane Ain't got time to take a fast train Lonely days are gone I'm a-goin' home My baby just a-wrote me a letter My baby just a-wrote me a letter"
364,Bob Dylan,Highway 61 Revisited,3M 30S,136.8,1965,TBD,TBD,NA,DTRANDOM_002-06,DTRANDOM_002,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_002/DTRANDOM_002-06.html,"Oh God said to Abraham, ""Kill me a son,"" Abe say, ""Man, you must be puttin' me on"" God say, ""No,"" Abe say, ""What?;"" God say, ""You can do what you want Abe, but The next time you see me comin' you better run;"" Well Abe said, ""Where do you want this killin' done?"" God said, ""Out on Highway 61."" Well Georgia Sam he had a bloody nose Welfare Department they wouldn't give him no clothes He asked poor Howard where can I go Howard said there's only one place I know Sam said tell me quick man I got to run 0h Howard just pointed with his gun And said that way down on Highway 61. Well Mack the Finger said to Louie the King I got forty red white and blue shoe strings And a thousand telephones that don't ring Do you know where I can get rid of these things? And Louie the King said let me think for a minute son And he said yes I think it can be easily done Just take everything down to Highway 61. Now the fifth daughter on the twelfth night Told the first father that things weren't right My complexion she says is much too white He said come here and step into the light he says hmm you're right Let me tell the second mother this has been done But the second mother was with the seventh son And they were both out on Highway 61. Now the rovin' gambler he was very bored Tryin' to create a next world war He found a promoter who nearly fell off the floor He said I never engaged in this kind of thing before But yes, I think it can be very easily done We'll just put some bleachers out in the sun And have it on Highway 61."
365,The Righteous Brothers,Unchained Melody,3M 36S,100.8,1966,Slow,Slow,NA,POWERTRK_024-10,POWERTRK_024,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_024/POWERTRK_024-10.html,"(Chorus) Oh, my love, my darling I've hungered for your touch A long, lonely time And time goes by so slowly And time can do so much. Are you still mine? I need your love, I need your love. God speed your love to me. Lonely rivers flow to the sea, to the sea, To the open arms of the sea. Lonely rivers sigh, ""Wait for me, wait for me. I'll be coming home, wait for me."" (Chorus)"
366,Bee Gees,How Deep Is Your Love,4M 0S,105.1,1977,Slow,Slow,NA,POWERTRK_145-12,POWERTRK_145,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_145/POWERTRK_145-12.html,"I know your eyes in the morning sun I feel you touch me in the pouring rain And the moment that you wander far from me I wanna feel you in my arms again And you come to me on a summer breeze Keep me warm in your love Then you softly leave And it's me you need to show How deep is your love? I really need to learn 'Cause we're living in a world of fools Breaking us down When they all should let us be We belong to you and me I believe in you You know the door to my very soul You're the light in my deepest, darkest hour You're my savior when I fall And you may not think I care for you When you know down inside That I really do And it's me you need to show How deep is your love? I really need to learn 'Cause we're living in a world of fools Breaking us down When they all should let us be We belong to you and me And you come to me on a summer breeze Keep me warm in your love Then you softly leave And it's me you need to show How deep is your love? I really need to learn 'Cause we're living in a world of fools Breaking us down When they all should let us be We belong to you and me"
367,Cream,White Room,4M 56S,110.2,1968,Rock 1960s,Rock,1960s,POWERTRK_122-09,POWERTRK_122,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_122/POWERTRK_122-09.html,"In the white room with black curtains near the station Black-roof country, no gold pavements, tired starlings Silver horses, ran-down moonbeams, in your dark eyes Dawn-light smiles on you leaving my contentment I'll wait in this place Where the sun never shines Wait in this place Where the shadows run from themselves You said no strings could secure you at the station Platform ticket, restless diesels, goodbye windows I walked into such a sad time at the station As I walked out, felt my own need just beginning I'll wait in the queue When the trains come back Lie with you Where the shadows run from themselves At the party, she was kindness in the hard crowd Consolation for the old wound now forgotten Yellow tigers crouched in jungles in her dark eyes She's just dressing, goodbye windows, tired starlings I'll sleep in this place With the lonely crowd Lie in the dark Where the shadows run from themselves"
368,Depeche Mode,Personal Jesus,5M 48S,130,1990,Rock 1990s,Rock,1990s,POWERTRK_086-13,POWERTRK_086,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_086/POWERTRK_086-13.html,Reach out and touch faith Your own personal Jesus Someone to hear your prayers Someone who cares Your own personal Jesus Someone to hear your prayers Someone who's there Feeling unknown And you're all alone Flesh and bone By the telephone Lift up the receiver I'll make you a believer Take second best Put me to the test Things on your chest You need to confess I will deliver You know I'm a forgiver Reach out and touch faith Reach out and touch faith Your own personal Jesus Someone to hear your prayers Someone who cares Your own personal Jesus Someone to hear your prayers Someone who's there Feeling unknown And you're all alone Flesh and bone By the telephone Lift up the receiver I'll make you a believer I will deliver You know I'm a forgiver Reach out and touch faith Your own personal Jesus Reach out and touch faith Reach out and touch faith Reach out and touch faith Reach out and touch faith Reach out and touch faith
369,Bo Diddley,I'm a Man,3M 2S,102.4,1957,TBD,TBD,NA,DTRANDOM_008-19,DTRANDOM_008,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_008/DTRANDOM_008-19.html,"(Ellas McDaniel) 1955 Now when I was a little boy, At the age of five, I had somethin' in my pocket, Keep a lot of folks alive. Now I'm a man, Made twenty-one, You know baby, We can have a lot of fun. I'm a man, I spell M-A-N...man. All you pretty women, Stand in line, I can make love to you baby, In an hour's time. I'm a man, I spell M-A-N...man. I goin' back down, To Kansas to Bring back the second cousin, Little John the conqueroo. I'm a man, I spell M-A-N...man. The line I shoot, Will never miss, The way I make love to 'em, They can't resist. I'm a man, I spell M-A-N...man."
370,Jimi Hendrix,The Wind Cries Mary,3M 22S,153.8,1972,Rock 1970s,Rock,1970s,JIMHNDRX_GH1-03,JIMHNDRX_GH1,https://cs.uwaterloo.ca/~dtompkin/music/track/JIMHNDRX_GH1/JIMHNDRX_GH1-03.html,"After all the jacks are in their boxes And the clowns have all gone to bed You can hear happiness staggering on down the street Footprints dressed in red And the wind whispers Mary A broom is drearily sweeping Up the broken pieces of yesterday's life Somewhere a queen is weeping Somewhere a king has no wife And the wind, it cries Mary The traffic lights, they turn, uh, blue tomorrow And shine their emptiness down on my bed The tiny island sags down stream 'Cause the life that lived is, Is dead And the wind screams Mary Uh-will the wind ever remember The names it has blown in the past? And with this crutch, its old age, and its wisdom It whispers no, this will be the last And the wind cries Mary"
371,The Who,I Can't Explain,2M 3S,137.8,1965,Rock 1960s,Rock,1960s,POWERTRK_134-02,POWERTRK_134,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_134/POWERTRK_134-02.html,"Got a feeling inside Can't explain It's a certain kind Can't explain I feel hot and cold Can't explain Way down in my soul, yeah Can't explain I said Can't explain I'm feelin' good now yeah but Can't explain Dizzy in the head and I'm feelin' blue The things you've said well maybe they're true I'm gettin' funny dreams again and again I know what it means but Can't explain Think it's love Try to say it to you When I feel blue But I can't explain Can't explain Yeah hear what I'm sayin' girl Can't explain Dizzy in the head and I'm feelin' bad The things you've said have got me real mad I'm gettin' funny dreams again and again I know what it means but Can't explain Think it's love Try to say it to you When I feel blue But I can't explain Can't explain Forgive me one more time now Can't explain I said I can't explain, yeah You drive me out of my mind Yeah I'm the worrying kind, babe I said I can't explain"
372,Television,Marquee Moon,10M 40S,119.1,1977,TBD,TBD,NA,DTRANDOM_006-15,DTRANDOM_006,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_006/DTRANDOM_006-15.html,"I remember how the darkness doubled I recall lightning struck itself. I was listening listening to the rain I was hearing hearing something else. Life in the hive puckered up my night, the kiss of death, the embrace of life. There I stand neath the Marquee Moon Just waiting, Hesitating... I ain't waiting I spoke to a man down at the tracks. I asked him how he don't go mad. He said ""Look here junior, don't you be so happy. And for Heaven's sake, don't you be so sad."" Well a Cadillac it pulled out of the graveyard. Pulled up to me all they said get in. Then the Cadillac it puttered back into the graveyard. And me, I got out again."
373,Sam Cooke,(What A) Wonderful World,2M 5S,128.8,1960,Rock 1960s,Rock,1960s,POWERTRK_096-17,POWERTRK_096,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_096/POWERTRK_096-17.html,"Don't know much about history Don't know much about biology Don't know much about a science book Don't know much about the French I took What I do know that I love you And I know that if you love me too What a wonderful world this would be Don't know much about geography Don't know much trigonometry Don't know much about algebra Don't know what a slide rule is for What I do know, one and one is two And if this one could be with you What a wonderful world this would be Now, I don't plan to be an A student But I'm trying to be For maybe by being an A student, baby I can win your love for me Don't know much about history Don't know much about biology Don't know much about a science book Don't know much about the French I took What I do know that I love you And I know that if you love me too What a wonderful world this would be What I do know that I love you And I know that if you love me too What a wonderful world this would be"
374,Chuck Berry,Brown-Eyed Handsome Man,2M 18S,90.5,1957,TBD,TBD,NA,DTRANDOM_001-03,DTRANDOM_001,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_001/DTRANDOM_001-03.html,Chuck Berry
375,Pink Floyd,Another Brick in the Wall (Part II),3M 50S,104.1,1980,Rock 1980s,Rock,1980s,POWERTRK_010-06,POWERTRK_010,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_010/POWERTRK_010-06.html,"We don't need no education We don't need no thought control No dark sarcasm in the classroom Teacher leave them kids alone, Hey teacher leave them kids alone All in all it's just another brick in the wall All in all you're just another brick in the wall We don't need no education We don't need no thought control No dark sarcasm in the classroom Teachers leave the kids alone, Hey teacher leave us kids alone All in all it's just another brick in the wall All in all you're just another brick in the wall [Spoken] Wrong! Do it again. Wrong! Do it again. If you don't eat yer meat, you can't have any pudding! How can you have any pudding if you don't eat yer meat? You! Yes, you behind the bike sheds, stand still, laddy!"
376,Radiohead,Fake Plastic Trees,4M 50S,147.2,1995,Rock 1990s,Rock,1990s,BIGSHN90_01A-08,BIGSHN90_01A,https://cs.uwaterloo.ca/~dtompkin/music/track/BIGSHN90_01A/BIGSHN90_01A-08.html,"Her green plastic watering can For her fake Chinese rubber plant In the fake plastic earth That she bought from a rubber man In a town full of rubber plans To get rid of itself It wears her out, it wears her out It wears her out, it wears her out She lives with a broken man A cracked polystyrene man Who just crumbles and burns He used to do surgery For girls in the eighties But gravity always wins And it wears him out, it wears him out It wears him out, it wears She looks like the real thing She tastes like the real thing My fake plastic love But I can't help the feeling I could blow through the ceiling If I just turn and run And it wears me out, it wears me out It wears me out, it wears me out And if I could be who you wanted If I could be who you wanted All the time, all the time"
377,Ray Charles,Hit the Road Jack,1M 59S,86.4,1961,Rock 1960s,Rock,1960s,POWERTRK_088-17,POWERTRK_088,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_088/POWERTRK_088-17.html,"(Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) What you say? (Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) Woah Woman, oh woman, don't treat me so mean, You're the meanest old woman that I've ever seen. I guess if you said so I'd have to pack my things and go. (That's right) (Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) What you say? (Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) Now baby, listen baby, don't ya treat me this-a way Cause I'll be back on my feet some day. (Don't care if you do 'cause it's understood) (you ain't got no money and you just ain't no good Well, I guess if you say so I'd have to pack my things and go. (That's right) (Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) What you say? (Hit the road Jack and don't you come back no more, no more, no more, no more.) (Hit the road Jack and don't you come back no more.) Well (don't you come back no more.) Uh, what you say? (don't you come back no more.) I didn't understand you (don't you come back no more.) You can't mean that (don't you come back no more.) Oh, now baby, please (don't you come back no more.) What you tryin' to do to me? (don't you come back no more.) Oh, don't treat me like that (don't you come back no more.)"
378,U2,Pride (In the Name of Love),3M 46S,106.4,1984,Rock 1980s,Rock,1980s,POWERTRK_053-05,POWERTRK_053,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_053/POWERTRK_053-05.html,"One man come in the name of love One man come and go. One man come he to justify One man to overthrow. In the name of love What more in the name of love. In the name of love What more in the name of love. One man caught on a barbed wire fence One man he resist One man washed up on an empty beach One man betrayed with a kiss. In the name of love What more in the name of love. In the name of love What more in the name of love. Early morning, April four Shot rings out in the Memphis sky. Free at last, they took your life They could not take your pride. In the name of love What more in the name of love. In the name of love What more in the name of love. In the name of love What more in the name of love. In the name of love What more in the name of love."
379,R.E.M.,Radio Free Europe [Original Hib-Tone Single],3M 49S,83.1,1988,Rock 1980s,Rock,1980s,REM______GH1-01,REM______GH1,https://cs.uwaterloo.ca/~dtompkin/music/track/REM______GH1/REM______GH1-01.html,"Decide yourself if radio's gonna' stay Reason: it could polish up the gray Put that, put that, put that up your wall That this isn't Country at all Radio station: decide yourself Keep me out of Country and the word Deal the porch is leading us: absurd Push that, push that, push that to the vote That this isn't nothing at all Straight off the boat, where to go Calling out in transit Calling out in transit Radio Free Europe (radio) Decide they're buying media too fast Instead of pushing balances to fall Put that, put that, put that before all That this isn't fortunate at all Radio station: decide yourself We're calling out in transit Calling out in transit Radio Free Europe (radio) Decide yourself: calling on a vote Media's too fast Keep me out of Country and the word Disappointers, into us: absurd Straight off the boat, where to go? Calling out in transit Calling out in transit Radio Free Europe Radio Free Europe Calling out in transit Calling out in transit Radio Free Europe Radio Free Europe"
380,Elton John,Goodbye Yellow Brick Road,3M 12S,120.3,1973,Slow,Slow,NA,POWERTRK_147-18,POWERTRK_147,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_147/POWERTRK_147-18.html,"When are you gonna come down? When are you going to land? I should have stayed on the farm, I should have listened to my old man. You know you can't hold me forever, I didn't sign up with you. I'm not a present for your friends to open, This boy's too young to be singing the blues. So goodbye yellow brick road, Where the dogs of society howl. You can't plant me in your penthouse, I'm going back to my plough. Back to the howling old owl in the woods, Hunting the horny back toad. Oh I've finally decided my future lies Beyond the yellow brick road What do you think you'll do then? I bet that'll shoot down your plane. It'll take you a couple of vodka and tonics To set you on your feet again Maybe you'll get a replacement, There's plenty like me to be found. Mongrels, who ain't got a penny, Sniffing for tit-bits like you on the ground So goodbye yellow brick road, Where the dogs of society howl. You can't plant me in your penthouse, I'm going back to my plough. Back to the howling old owl in the woods, Hunting the horny back toad. Oh I've finally decided my future lies Beyond the yellow brick road"
381,Aaron Neville,Tell It Like It Is,2M 38S,95.4,1993,TBD,TBD,NA,HOTSTUFF_019-02,HOTSTUFF_019,https://cs.uwaterloo.ca/~dtompkin/music/track/HOTSTUFF_019/HOTSTUFF_019-02.html,"If you want something to play with Go and find yourself a toy Baby my time is too expensive And I'm not a little boy If you are serious Don't play with my heart It makes me furious But if you want me to love you Then a baby I will, girl you know that I will Tell it like it is Don't be ashamed to let your conscience be your guide But I know deep down inside me I believe you love me, forget your foolish pride Life is too short to have sorrow You may be here today and gone tomorrow You might as well get what you want So go on and live, baby go on and live Tell it like it is I'm nothing to play with Go and find yourself a toy But I... Tell it like it is My time is too expensive and I'm not your little boy"
382,The Verve,Bitter Sweet Symphony,5M 57S,85.5,1997,TBD,TBD,NA,HOTSTUFF_003-15,HOTSTUFF_003,https://cs.uwaterloo.ca/~dtompkin/music/track/HOTSTUFF_003/HOTSTUFF_003-15.html,"Cause it's a bitter sweet symphony, this life Trying to make ends meet, you're a slave to the money then you die I'll take you down the only road I've ever been down You know the one that takes you to the places where all the veins meet, yeah No change, I can change, I can change, I can change But I'm here in my mould, I am here in my mould But I'm a million different people from one day to the next... I can't change my mould, no,no,no,no,no,no,no (have you ever been down?) no, no, no Well I've never prayed But tonight I'm on my knees, yeah I need to hear some sounds that recognize the pain in me, yeah I let the melody shine, let it cleanse my mind, I feel free now But the airwaves are clean and there's nobody singing to me now No change, I can change, I can change, I can change But I'm here in my mould, I am here in my mould And I'm a million different people from one day to the next I can't change my mould, no, no, no, no, no Have you ever been down? I can't change it you know, I can't change it... Cause it's a bitter sweet symphony this life Trying to make ends meet, trying to find some money then you die I'll take you down the only road I've ever been down... You know the one that takes you to the places where all the veins meet, yeah You know I can change, I can change, I can change, I can change But I'm here in my mould, I am here in my mould And I'm a million different people from one day to the next. I can't change my mould, no, no, no, no, no I can't change my mould, no, no, no, no, no I can't change my mould, no, no, no, no, no You've gotta change my mould, no, no, no (It's just sex and violence, melody and silence) (Gotta, can't change my violence, melody and silence) (gotta can't change my violence, melody and silence) (I'll take you down the only road I've ever been down) (Gotta, can't change my violence, melody and silence) (I'll take you down the only road I've ever been down) (Gotta, can't change my violence, melody and silence) (Been down) (Ever been down) (Can't change my violence, melody and silence) (Ever been down) (Ever been down) (Ever been down) (Have you ever been down?) (Have you ever been down? (Have you ever been down?) (Have you ever been down?) (Have you ever been down?)"
383,The Allman Brothers Band,Whipping Post,5M 22S,97.3,1969,TBD,TBD,NA,DTRANDOM_001-13,DTRANDOM_001,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_001/DTRANDOM_001-13.html,"I've been run down I've been lied to I don't know why, I let that mean woman make me a fool She took all my money Wrecks my new car Now she's with one of my good time buddies They're drinkin' in some cross town bar Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good lord I feel like I'm dyin' My friends tell me That I've been such a fool And I have to stand down and take it babe, All for lovin' you I drown myself in sorrow As I look at what you've done Nothin' seems to change Bad times stay the same And I can't run Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good lord I feel like I'm dyin' Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good lord I feel like I'm dyin'"
384,The Beatles,Ticket to Ride,3M 10S,123.9,1966,Rock 1960s,Rock,1960s,BEATLES__RDA-12,BEATLES__RDA,https://cs.uwaterloo.ca/~dtompkin/music/track/BEATLES__RDA/BEATLES__RDA-12.html,"I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away She's got a ticket to ri-i'e She's got a ticket to ri-i-ide She's got a ticket to ri'e But/And she don't care She said that living with me Was bringing her down, yeah For she would never be free When I was around She's got a ticket to ri-i'e She's got a ticket to ri-i-ide She's got a ticket to ri'e But/And she don't care I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away, yeah Oh, she's got a ticket to ri-ide She's got a ticket to ri-i-i'e She's got a ticket to ri'e And/But she don't care I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me He shed that living with me Was bringing her down, yeah For she would never be free When I was around Oh, she's got a ticket to ri-i'e She's got a ticket to ri-i-ide She's got a ticket to ride But/And she don't care My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care"
385,"Crosby, Stills, Nash & Young",Ohio,3M 6S,156.8,1970,TBD,TBD,NA,DTRANDOM_008-16,DTRANDOM_008,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_008/DTRANDOM_008-16.html,"Tin soldiers and Nixon's comin' We're finally on our own This summer I hear the drummin' Four dead in Ohio Gotta get down to it Soldiers are gunning us down Should have been done long ago What if you knew her and Found her dead on the ground? How can you run when you know? Na na-na-na, na-na na-na Na na-na-na, na-na na Na na-na-na, na-na na-na Na na-na-na, na-na na Gotta get down to it Soldiers are cutting us down Should have been done long ago What if you knew her and Found her dead on the ground? How can you run when you know? Tin soldiers and Nixon's comin' We're finally on our own This summer I hear the drummin' Four dead in Ohio Four dead in Ohio (Four dead) Four dead in Ohio (Four) Four dead in Ohio (How many?) Four dead in Ohio (How many more?) Four dead in Ohio (Why?) Four dead in Ohio (Oh!) Four dead in Ohio (Four) Four dead in Ohio (Why?) Four dead in Ohio (Why?)"
386,Eric B. & Rakim,I Know You Got Soul,4M 44S,104.1,1987,TBD,TBD,NA,DTRANDOM_005-11,DTRANDOM_005,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_005/DTRANDOM_005-11.html,"It's been a long time, I shouldn't have left you Without a strong rhyme to step to Think of how many weak shows you slept through Time's up, I'm sorry I kept you Thinking of this, you keep repeating you miss The rhymes from the microphone soloist And you sit by the radio, hand on the dial, soon As you hear it, pump up the volume Dance wit the speaker 'till you hear it blow, Then plug in the headphone 'cause here it go It's a 4 letter word when it's heard, it control your body to dance (You got it) soul, Ditects the tempo like a red alert Reaches your reflex, so let it work When this is playing, you can't get stuck wit The steps, so get set and I'm a still come up wit A gift to be swift, follow the leader, the rhyme will go Def wit the record that was mixed a long time ago It can be done but only I can do it For those that can dance and clap your hands to it I start to think and then I sink Into the paper like I was ink When I'm writing, I'm trapped in between the lines, I escape when I finish the rhyme... I got soul You got it (4x) I know you got soul Picture a mic, the stage is empty A beat like this might tempt me To pose, show my rings and my fat gold chain Grab the mic like I'm on Soul Train But I'll wait 'cause I mastered this Let the others go first so the brothers don't miss Eric B. break the sticks (you got it) Rakim will begin when you make the mix I'll experiment like a scientist You wanna rhyme, you gotta sign my list 'Cause I'm a manifest and bless the mic I hold You want it next? then you gotta have soul 'Cause if you ain't got it, I'm a make an encore Take the mic, make the people respond for The R, 'cause that's the way it'll have to be If you wanna get on after me Think about it, wait, erase your rhyme Forget it and don't waste your time 'Cause I'll be in the crowd if you ain't controlling it Drop the mic, you shouldn't be holding it This is how it should be done This style is identical to none Some try to make it sound like this but you're getting me So upset that I'm wet 'cause you're sweating me I drip steam like a microphone fiend Eager to MC is my theme I get hype when I hear a drum roll Rakim is on the mic and you know I got soul You got it (5x) I got soul (you got it) that's why I came To teach those who can't say my name First of all, I'm the soloist, the soul controller Rakim gets stronger as I get older Constant elevation causes expansion I write my rhyme while I cool in my mansion Then put it on tape and in the city I test it Then on the radio the R's requested You listen to it, the concept might break you 'Cause almost anyone can relate to... Whoever's out of hand, I'm give him handles Light 'em up, blow 'em out like candles Or should I just let him melt? Then give him a hand so they can see how it felt I'm not bold just cuz I rock gold Rakim is on the mic and you know I got soul You got it (4x) Now I'm a stop to see what you got Get off the mic before I get too hot I want to see which posse can dance the best It should be easy 'cause the beat is fresh Now if your from Uptown, Brooklyn- bound, The Bronx, Queens, or Long Island Sound, Even other states come right and exact, It ain't where you're from, it's where you're at Since you came here, you have to show and prove And do that dance until it don't move 'Cause all you need is soul self-esteem will release, The rest is up to you, Rakim 'll say peace You got it (10x)"
387,Elton John,Tiny Dancer,6M 16S,145.4,1992,Rock 1980s,Rock,1980s,ELTONJON_GH2-03,ELTONJON_GH2,https://cs.uwaterloo.ca/~dtompkin/music/track/ELTONJON_GH2/ELTONJON_GH2-03.html,"Blue jean baby, L.A. lady Seamstress for the band Pretty eyes, pirate smile You'll marry a music man Ballerina, you must've seen her Dancing in the sand And now she's in me, always with me Tiny dancer in my hand Jesus freaks out in the street Handing tickets out for God Turning back, she just laughs The boulevard is not that bad Piano man, he makes his stand In the auditorium Looking on, she sings the song The words she knows, the tune she hums But oh, how it feels so real Lying here with no one near Only you and you can hear me When I say softly, slowly Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Blue jean baby, L.A. lady Seamstress for the band Pretty eyes, pirate smile You'll marry a music man Ballerina, you must've seen her Dancing in the sand And now she's in me, always with me Tiny dancer in my hand But oh, how it feels so real Lying here with no one near Only you and you can hear me When I say softly, slowly Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today"
388,The Police,Roxanne,3M 11S,134.9,1979,Rock 1970s,Rock,1970s,POWERTRK_009-02,POWERTRK_009,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_009/POWERTRK_009-02.html,Roxanne You don't have to put on the red light Those days are over You don't have to sell your body to the night Roxanne You don't have to wear that dress tonight Walk the streets for money You don't care if it's wrong or if it's right Roxanne You don't have to put on the red light Roxanne You don't have to put on the red light Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Ro I loved you since I knew you I wouldn't talk down to you I have you to tell just how I feel I won't share you with another boy I know my mind is made up So put away your make up Told you once I won't tell you again It's a bad way Roxanne You don't have to put on the red light Roxanne You don't have to put on the red light Roxanne (You don't have to put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (You don't have to put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light) Roxanne (Put on the red light)
389,The Temptations,Just My Imagination (Running Away With Me),3M 50S,92.4,1965,Rock 1960s,Rock,1960s,TEMPTTNS_G1B-10,TEMPTTNS_G1B,https://cs.uwaterloo.ca/~dtompkin/music/track/TEMPTTNS_G1B/TEMPTTNS_G1B-10.html,"Ooooohhhhh, oooooooohhhhhh.... Each day through my window, I watch her as she passes by I say to myself, ""You're such a lucky guy"" To have a girl like her is truly a dream come true Out of all the fellas in the world, she belongs to you But it was just my imagination, Running away with me... It was just my imagination, Running away with me... Oooohhhhhhh, (So) So we'll be married and raise a family, (Oh yeah) A cozy little home out in the country, with two children, maybe three I tell you, I - - - can visualize it all This couldn't be a dream, for too real it all seems But it was just my imagination (Once again), Running away with me... Tell you it was just my imagination, Running away with me... Every night on my knees I pray, Dear Lord, hear my plea, Don't ever let another take her love from me or I will surely die... (Mmmm) Her love is....heavenly When her arms enfold me I hear a tender rhapsody But in reality, She doesn't even know me... Just my imagination (Once again), Running away with me... Tell you it was just my imagination, Running away with me... (I'll never get her, but I can't forget her) Just my imagination (Ooohh, yeah, yeah, yeah, yeah), Running away with me... It was just my imagination, Running away with me... (repeat to fade)"
390,Four Tops,Baby I Need Your Lovin',2M 44S,121.4,2005,TBD,TBD,NA,HOTSTUFF_018-13,HOTSTUFF_018,https://cs.uwaterloo.ca/~dtompkin/music/track/HOTSTUFF_018/HOTSTUFF_018-13.html,"Baby, I need your lovin' Baby, I need your lovin' Although you're never near Your voice I often hear Another day, another night I long to hold you tight 'Cause I'm so lonely Baby, I need your lovin' Got to have all your lovin' Baby, I need your lovin' Got to have all your lovin' Some say it's a sign of weakness For a man to beg Then weak I'd rather be If it means havin' you to keep 'Cause lately I've been losin' sleep Baby, I need your lovin' Got to have all your lovin' Baby, I need your lovin' Got to have all your lovin' Empty nights echo your name Whoa, sometimes I wonder Will I ever be the same? Oh yeah When you see me smile, you know Things have gotten worse Any smile you might see Has all been rehearsed Darlin', I can't go on without you This emptiness won't let me live without you This loneliness inside me, darlin' Makes me feel half alive Baby, I need your lovin' Got to have all your lovin' Baby, I need your lovin' Got to have all your lovin' Baby, I need your lovin' Got to have all your lovin' Baby, I need your lovin' Got to have all your lovin'"
